Date,Returns
2020-04-21,0.007560061654112379
2020-04-22,0.013848955108287255
2020-04-23,-0.020544853554618197
2020-04-24,0.008279607298767054
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.04426396091387134
2020-04-28,0.002310352128268731
2020-04-29,0.026984153058118722
2020-04-30,-0.018475657741729903
2020-05-01,-0.03626438654275089
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,-0.005491257664790142
2020-05-05,0.008233771114046917
2020-05-06,-0.004315386509887769
2020-05-07,0.028535750942579298
2020-05-08,0.0027671326096399365
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,-0.011378409178007358
2020-05-12,-0.08173125477528874
2020-05-13,0.06676938448013717
2020-05-14,0.02522889859290911
2020-05-15,0.030691883160487505
2020-05-16,0.0
2020-05-17,0.0
2020-05-18,0.005232970802289416
2020-05-19,-0.02994704133907579
2020-05-20,0.014943396154698467
2020-05-21,-0.0004734832785477997
2020-05-22,0.009409709663384069
2020-05-23,0.0
2020-05-24,0.0
2020-05-25,0.0
2020-05-26,0.019888871603466588
2020-05-27,0.024087680656792287
2020-05-28,0.0008175168172670365
2020-05-29,-0.015374469822015227
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,0.0179826804284912
2020-06-02,0.0057455592392409395
2020-06-03,0.011725425731247907
2020-06-04,0.0038856603099824147
2020-06-05,0.018708659175335016
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.0014358952005072334
2020-06-09,0.0013432755180399574
2020-06-10,0.0
2020-06-11,-0.060688145079524185
2020-06-12,0.0034711286762827177
2020-06-13,0.0
2020-06-14,0.0
2020-06-15,0.029919838739391774
2020-06-16,0.013474449444462881
2020-06-17,0.00874830096416356
2020-06-18,0.0027492384194989223
2020-06-19,-0.0025085550393444513
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,-0.0038903853332963446
2020-06-23,0.0025628718176755267
2020-06-24,-0.029430810659615555
2020-06-25,0.015491256505573208
2020-06-26,-0.02237821644632345
2020-06-27,0.0
2020-06-28,0.0
2020-06-29,-0.003730048431001843
2020-06-30,0.020856228737241418
2020-07-01,0.00043752116071438474
2020-07-02,0.013578995737858784
2020-07-03,0.0
2020-07-04,0.0
2020-07-05,0.0
2020-07-06,0.010404083731665749
2020-07-07,-0.015025149901775165
2020-07-08,0.015135937490858538
2020-07-09,-0.014776095081592775
2020-07-10,0.008409098592895238
2020-07-11,0.0
2020-07-12,0.0
2020-07-13,-0.002756561769703104
2020-07-14,0.015770461999816923
2020-07-15,0.012856588644130695
2020-07-16,-0.002868301519831296
2020-07-17,0.03596004550725025
2020-07-18,0.0
2020-07-19,0.0
2020-07-20,-0.013891611174475299
2020-07-21,0.0006779792604341204
2020-07-22,0.004324360307856383
2020-07-23,-0.007547892145878824
2020-07-24,-0.013103369418241972
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,0.008248504101820738
2020-07-28,-0.00810286032655545
2020-07-29,0.012020915548652516
2020-07-30,-0.007845642538967088
2020-07-31,0.0033652147145877475
2020-08-01,0.0
2020-08-02,0.0
2020-08-03,0.008555563334434075
2020-08-04,-0.015494019479117448
2020-08-05,0.01927869588225297
2020-08-06,0.0001253951153495233
2020-08-07,0.010212072330738802
2020-08-08,0.0
2020-08-09,0.0
2020-08-10,-0.013696184320554758
2020-08-11,0.011048113139422045
2020-08-12,0.006103899438933829
2020-08-13,-0.001161411569119994
2020-08-14,-0.001870611831108526
2020-08-15,0.0
2020-08-16,0.0
2020-08-17,0.00605298431058573
2020-08-18,-0.004780740135169663
2020-08-19,0.0009336019228213244
2020-08-20,-0.010897219076328079
2020-08-21,0.001169890090655821
2020-08-22,0.0
2020-08-23,0.0
2020-08-24,0.012610271429556254
2020-08-25,-0.0004919460554065026
2020-08-26,0.0015604773442343708
2020-08-27,0.004876429232136843
2020-08-28,0.0101381470050683
2020-08-29,0.0
2020-08-30,0.0
2020-08-31,-0.011481191005097023
2020-09-01,0.003453133325589555
2020-09-02,0.01954888604746448
2020-09-03,-0.04272306810969728
2020-09-04,-0.02529467384871504
2020-09-05,0.0
2020-09-06,0.0
2020-09-07,0.0
2020-09-08,-0.021666461576451187
2020-09-09,0.013720025663476647
2020-09-10,-0.030573309732590117
2020-09-11,-0.003864510345313843
2020-09-12,0.0
2020-09-13,0.0
2020-09-14,0.011338957411034882
2020-09-15,0.0014287390905713526
2020-09-16,0.0244326277463264
2020-09-17,-0.023980584994118533
2020-09-18,0.015421530920945172
2020-09-19,0.0
2020-09-20,0.0
2020-09-21,-0.00782851389149209
2020-09-22,-0.00327431234557167
2020-09-23,-0.022466360273854458
2020-09-24,-0.006497270261447952
2020-09-25,0.02353481610136083
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,0.019619987178830362
2020-09-29,-0.006910422972613955
2020-09-30,0.01562547389462467
2020-10-01,0.007692634058030803
2020-10-02,0.0039006139742709276
2020-10-03,0.0
2020-10-04,0.0
2020-10-05,0.018893813224385117
2020-10-06,-0.0013152431634329183
2020-10-07,0.02017742386140112
2020-10-08,0.020709681274192857
2020-10-09,0.011707981081833446
2020-10-10,0.0
2020-10-11,0.0
2020-10-12,0.005421764736382169
2020-10-13,0.0384115006200051
2020-10-14,0.0013724033876509314
2020-10-15,0.009948413229959508
2020-10-16,0.01709780069032998
2020-10-17,0.0
2020-10-18,0.0
2020-10-19,-0.034828845105095756
2020-10-20,0.01592408115085985
2020-10-21,-0.015765829097209222
2020-10-22,0.0003093983282012922
2020-10-23,0.003360291918628098
2020-10-24,0.0
2020-10-25,0.0
2020-10-26,-0.024001293943823537
2020-10-27,-0.012436358866561331
2020-10-28,-0.02273372232874136
2020-10-29,0.0027098225316314613
2020-10-30,-0.005205262347351902
2020-10-31,0.0
2020-11-01,0.0
2020-11-02,0.025803101326297692
2020-11-03,0.023133446696458167
2020-11-04,0.03488304141744245
2020-11-05,0.025142340768106796
2020-11-06,-0.02008861830266421
2020-11-07,0.0
2020-11-08,0.0
2020-11-09,0.016826808094970464
2020-11-10,-0.00815152155057252
2020-11-11,0.015034194596653097
2020-11-12,-0.016253452252007694
2020-11-13,0.015039064356587598
2020-11-14,0.0
2020-11-15,0.0
2020-11-16,0.009872134897529361
2020-11-17,-0.013298351115206396
2020-11-18,0.0035778870555824953
2020-11-19,0.00533216695363923
2020-11-20,-0.00114946259113889
2020-11-21,0.0
2020-11-22,0.0
2020-11-23,0.01501261103888875
2020-11-24,0.023766351524797655
2020-11-25,0.006134070699914992
2020-11-26,0.0
2020-11-27,0.016215988791835122
2020-11-28,0.0
2020-11-29,0.0
2020-11-30,-0.023709607328064836
2020-12-01,0.023879765489705784
2020-12-02,0.004364248184516552
2020-12-03,0.0009600060388149298
2020-12-04,-0.016814618493523517
2020-12-05,0.0
2020-12-06,0.0
2020-12-07,0.008502928497637612
2020-12-08,0.00622895495483588
2020-12-09,-0.01729945755821259
2020-12-10,-0.004665031261705712
2020-12-11,-0.004610198407467922
2020-12-12,0.0
2020-12-13,0.0
2020-12-14,-0.01636362366881791
2020-12-15,0.02063499836397477
2020-12-16,0.00028156579400271823
2020-12-17,0.010874056968186335
2020-12-18,-0.01024281056953778
2020-12-19,0.0
2020-12-20,0.0
2020-12-21,4.450611721411834e-05
2020-12-22,-0.007657101767752894
2020-12-23,0.014504875842516522
2020-12-24,0.005007458648835127
2020-12-25,0.0
2020-12-26,0.0
2020-12-27,0.0
2020-12-28,0.0042304569329932595
2020-12-29,-0.005509854564746172
2020-12-30,0.0037596537372546345
2020-12-31,0.017622798720154653
2021-01-01,0.0
2021-01-02,0.0
2021-01-03,0.0
2021-01-04,-0.014975204026645391
2021-01-05,0.005268034508449171
2021-01-06,0.028130200267042535
2021-01-07,0.020814142811738066
2021-01-08,0.008015853395356284
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.013424841174150175
2021-01-12,0.014314471259179071
2021-01-13,0.0025846442104260742
2021-01-14,-0.04760000982677737
2021-01-15,-0.021392861660174116
2021-01-16,0.0
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,0.008066018724771936
2021-01-20,0.010687928205376396
2021-01-21,0.0008983717617121264
2021-01-22,-0.009686452774980198
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,-0.016559878652225298
2021-01-26,-0.0015499063625883274
2021-01-27,-0.03392712788187277
2021-01-28,0.03122288473509716
2021-01-29,-0.026233600847017008
2021-01-30,0.0
2021-01-31,0.0
2021-02-01,0.01680809510218229
2021-02-02,0.02265493728490886
2021-02-03,-0.0074584554072922565
2021-02-04,0.011502137486957862
2021-02-05,-0.008400428908748803
2021-02-06,0.0
2021-02-07,0.0
2021-02-08,0.00016821269464398997
2021-02-09,0.0032303053674248255
2021-02-10,-0.00776050494325638
2021-02-11,-0.0024036865006024804
2021-02-12,0.0021471381801628333
2021-02-13,0.0
2021-02-14,0.0
2021-02-15,0.0
2021-02-16,0.010087746848274688
2021-02-17,-0.01229031637672693
2021-02-18,-0.02504012936782891
2021-02-19,0.009275201056132523
2021-02-20,0.0
2021-02-21,0.0
2021-02-22,-0.009846906697003404
2021-02-23,2.843507561546612e-05
2021-02-24,0.012636439739299765
2021-02-25,-0.0246157140683842
2021-02-26,-0.0004317533891748928
2021-02-27,0.0
2021-02-28,0.0
2021-03-01,0.034957951390850076
2021-03-02,-0.004031499086145027
2021-03-03,-0.02091154449495108
2021-03-04,-0.020491494234295537
2021-03-05,0.027519619770546882
2021-03-06,0.0
2021-03-07,0.0
2021-03-08,-0.004717313280367894
2021-03-09,0.032420989875360455
2021-03-10,0.008975648029300355
2021-03-11,-0.008807423758423477
2021-03-12,-0.008244072306841814
2021-03-13,0.0
2021-03-14,0.0
2021-03-15,0.0039239874925070415
2021-03-16,0.005620573483105633
2021-03-17,0.007117305301240832
2021-03-18,-0.00618767546049329
2021-03-19,0.008116146908026636
2021-03-20,0.0
2021-03-21,0.0
2021-03-22,0.001760097955324101
2021-03-23,-0.0198232647870652
2021-03-24,0.008575933145725667
2021-03-25,0.006548353118916344
2021-03-26,0.03963915664708794
2021-03-27,0.0
2021-03-28,0.0
2021-03-29,0.0012422162616003546
2021-03-30,-0.011402418212314528
2021-03-31,0.00625878049113515
2021-04-01,0.016923084229269754
2021-04-02,0.0
2021-04-03,0.0
2021-04-04,0.0
2021-04-05,0.02216377721933211
2021-04-06,-0.002946623708376383
2021-04-07,0.008008495856923994
2021-04-08,0.015879528340835267
2021-04-09,0.009627759935732639
2021-04-10,0.0
2021-04-11,0.0
2021-04-12,-0.00045226890137872386
2021-04-13,-0.00681832666702394
2021-04-14,-0.0017697644910854597
2021-04-15,0.020699769619051893
2021-04-16,-0.007840370693091849
2021-04-17,0.0
2021-04-18,0.0
2021-04-19,-0.0004273998771971584
2021-04-20,-0.0075915255181926745
2021-04-21,0.008120984332473455
2021-04-22,-0.020174743598207975
2021-04-23,0.022196084583228883
2021-04-24,0.0
2021-04-25,0.0
2021-04-26,0.006316292098038446
2021-04-27,0.0026777061050861986
2021-04-28,-0.005173193030145323
2021-04-29,0.013435880773633035
2021-04-30,-0.009742827677483471
2021-05-01,0.0
2021-05-02,0.0
2021-05-03,0.007681206818490481
2021-05-04,0.013002442799455574
2021-05-05,0.01729875447870629
2021-05-06,0.01870873697163981
2021-05-07,0.0077346636618713955
2021-05-08,0.0
2021-05-09,0.0
2021-05-10,-0.018921200373480548
2021-05-11,-0.015687318990949092
2021-05-12,-0.02470065810653826
2021-05-13,0.01863839525033133
2021-05-14,0.021069367553434356
2021-05-15,0.0
2021-05-16,0.0
2021-05-17,-0.008657636904333441
2021-05-18,-0.011038599088863824
2021-05-19,-0.0019445097425533652
2021-05-20,0.007573801039569861
2021-05-21,0.018607103126202167
2021-05-22,0.0
2021-05-23,0.0
2021-05-24,0.013391768761381033
2021-05-25,0.002172316849102295
2021-05-26,0.0028227691700794502
2021-05-27,-0.00035146573539416497
2021-05-28,0.0007091033163374478
2021-05-29,0.0
2021-05-30,0.0
2021-05-31,0.0
2021-06-01,-0.00014858036525213511
2021-06-02,0.011903076965892464
2021-06-03,-0.0025916014270939082
2021-06-04,0.006628819805670989
2021-06-05,0.0
2021-06-06,0.0
2021-06-07,-0.002142626224394232
2021-06-08,-0.0004931931373446294
2021-06-09,-0.015472733553802515
2021-06-10,-0.004041451822709721
2021-06-11,0.015130616713254613
2021-06-12,0.0
2021-06-13,0.0
2021-06-14,-0.00441665836733379
2021-06-15,0.004807226586659503
2021-06-16,-0.013311284035618097
2021-06-17,-0.0006095764391444318
2021-06-18,-0.032797539761145175
2021-06-19,0.0
2021-06-20,0.0
2021-06-21,0.024051952556284884
2021-06-22,0.004058934547663376
2021-06-23,0.0007635852794507699
2021-06-24,0.0022150342072665826
2021-06-25,0.007676483278938017
2021-06-26,0.0
2021-06-27,0.0
2021-06-28,0.0053778404592379455
2021-06-29,-0.005936343685148878
2021-06-30,0.0016368899735053981
2021-07-01,0.004867153131306065
2021-07-02,0.016248382882031624
2021-07-03,0.0
2021-07-04,0.0
2021-07-05,0.0
2021-07-06,-0.001069386546053675
2021-07-07,0.009207878155389244
2021-07-08,-0.027510709115974318
2021-07-09,0.02791809525169658
2021-07-10,0.0
2021-07-11,0.0
2021-07-12,0.01608283609451248
2021-07-13,-0.008597761204831592
2021-07-14,-0.031032528891349793
2021-07-15,-0.0003696322201536101
2021-07-16,-0.005685288651913418
2021-07-17,0.0
2021-07-18,0.0
2021-07-19,-0.03471146373263977
2021-07-20,0.03906569435950585
2021-07-21,0.00437146482329116
2021-07-22,-0.018089733287920334
2021-07-23,0.002411223483187498
2021-07-24,0.0
2021-07-25,0.0
2021-07-26,0.0029175970619837
2021-07-27,-0.011087812689224177
2021-07-28,-0.0013565103400450672
2021-07-29,0.010030018879203047
2021-07-30,-0.0025633623052105994
2021-07-31,0.0
2021-08-01,0.0
2021-08-02,0.007003603671393469
2021-08-03,0.00793684311155536
2021-08-04,0.002038273836771627
2021-08-05,0.008200795544652318
2021-08-06,0.0076374549312823396
2021-08-07,0.0
2021-08-08,0.0
2021-08-09,0.006539450893746945
2021-08-10,0.011677321831154686
2021-08-11,0.004952337066466944
2021-08-12,0.0015699614925733629
2021-08-13,-0.001824069473051146
2021-08-14,0.0
2021-08-15,0.0
2021-08-16,0.008710611104864364
2021-08-17,-0.01664311544065617
2021-08-18,-0.008511288665296515
2021-08-19,0.002058617120105548
2021-08-20,0.014726768364475585
2021-08-21,0.0
2021-08-22,0.0
2021-08-23,0.011584348654833434
2021-08-24,0.0014216494353675511
2021-08-25,0.011067072295422411
2021-08-26,-0.0038997234521398498
2021-08-27,0.020166980439561777
2021-08-28,0.0
2021-08-29,0.0
2021-08-30,-0.007206903308086179
2021-08-31,-0.005059253206727044
2021-09-01,0.0005614640146566044
2021-09-02,0.007226556555884842
2021-09-03,-0.009824514866298959
2021-09-04,0.0
2021-09-05,0.0
2021-09-06,0.0
2021-09-07,-0.01338187238389811
2021-09-08,-0.0005267048343661521
2021-09-09,-0.0023789511480016927
2021-09-10,-0.0060146386711059955
2021-09-11,0.0
2021-09-12,0.0
2021-09-13,-0.00038570319363943586
2021-09-14,-0.015741873332238945
2021-09-15,0.008496993588355675
2021-09-16,-0.021337009027218013
2021-09-17,-0.015625114684714454
2021-09-18,0.0
2021-09-19,0.0
2021-09-20,-0.022338299390930492
2021-09-21,-0.014138881166258816
2021-09-22,0.00685785689965904
2021-09-23,0.029089886833571766
2021-09-24,-0.0017814141384807976
2021-09-25,0.0
2021-09-26,0.0
2021-09-27,0.0009829829694958992
2021-09-28,-0.0171728631589744
2021-09-29,-0.004651055571059738
2021-09-30,-0.021133165973959044
2021-10-01,0.003841965975424349
2021-10-02,0.0
2021-10-03,0.0
2021-10-04,-0.019592435586582357
2021-10-05,0.015897908641146073
2021-10-06,-0.0014740628368849983
2021-10-07,0.0057065882072930224
2021-10-08,0.002435561684568876
2021-10-09,0.0
2021-10-10,0.0
2021-10-11,-0.0055506060561517495
2021-10-12,-0.004220892339226252
2021-10-13,0.0371321171569909
2021-10-14,0.0280454321888661
2021-10-15,0.016399422136894947
2021-10-16,0.0
2021-10-17,0.0
2021-10-18,-0.012143940369335422
2021-10-19,0.0059356674818503334
2021-10-20,0.0014141940845557254
2021-10-21,0.0008843704464960559
2021-10-22,0.012377505247996247
2021-10-23,0.0
2021-10-24,0.0
2021-10-25,0.01060857282638063
2021-10-26,0.007378514908740047
2021-10-27,-0.01547975645322259
2021-10-28,0.019663546612256413
2021-10-29,0.008490594517121176
2021-10-30,0.0
2021-10-31,0.0
2021-11-01,-0.007694271359627658
2021-11-02,0.012335918234478018
2021-11-03,0.004045423427424949
2021-11-04,0.0024623227860775514
2021-11-05,0.0011211945908120857
2021-11-06,0.0
2021-11-07,0.0
2021-11-08,0.011206794809979197
2021-11-09,0.0008992011985195065
2021-11-10,-0.00782425475273479
2021-11-11,0.006641762297181838
2021-11-12,0.006075398822048071
2021-11-13,0.0
2021-11-14,0.0
2021-11-15,-0.01896698476133723
2021-11-16,-0.004508129849031892
2021-11-17,-0.018512225484223353
2021-11-18,-0.00946746627312228
2021-11-19,-0.008497684957755443
2021-11-20,0.0
2021-11-21,0.0
2021-11-22,0.004775215229937993
2021-11-23,0.017361039089093852
2021-11-24,-0.005050213691747338
2021-11-25,0.0
2021-11-26,-0.031751505062868064
2021-11-27,0.0
2021-11-28,0.0
2021-11-29,0.028821831566339513
2021-11-30,-0.025528341042855174
2021-12-01,-0.004738874111426495
2021-12-02,0.02035621145073435
2021-12-03,-0.02119768188476298
2021-12-04,0.0
2021-12-05,0.0
2021-12-06,0.0014016526719450254
2021-12-07,0.02665165525799471
2021-12-08,0.0031874447203298095
2021-12-09,-0.005190843589473702
2021-12-10,0.0065965123294183725
2021-12-11,0.0
2021-12-12,0.0
2021-12-13,-0.00814087204746913
2021-12-14,-0.016791083067483538
2021-12-15,0.013790444785828774
2021-12-16,0.007225944126492486
2021-12-17,-0.008689105028980688
2021-12-18,0.0
2021-12-19,0.0
2021-12-20,-0.017986745573917506
2021-12-21,0.015020500532508441
2021-12-22,0.0007388014538250197
2021-12-23,0.0026017780753142036
2021-12-24,0.0
2021-12-25,0.0
2021-12-26,0.0
2021-12-27,0.009430008779082325
2021-12-28,-0.0008197680303067205
2021-12-29,-0.013213305434893866
2021-12-30,0.004437373392459011
2021-12-31,0.001960310895093116
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,-0.004187289272397145
2022-01-04,0.0060000716043938146
2022-01-05,-0.02813765772849244
2022-01-06,0.004168912577604
2022-01-07,-0.00360472733403392
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,-0.0214489602783176
2022-01-11,0.016859087976920914
2022-01-12,-0.0034756661814822638
2022-01-13,-0.019998503621375893
2022-01-14,-0.022113709575521945
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,-0.019756827445421773
2022-01-19,-0.00784441456794904
2022-01-20,0.0012633607335144578
2022-01-21,-0.03149611557825773
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,-0.017753447643348
2022-01-25,0.01479497038053926
2022-01-26,-0.0038624387365359877
2022-01-27,-0.009489594830975234
2022-01-28,0.025280723051477504
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.018159355271806343
2022-02-01,0.0036493449357722753
2022-02-02,-0.004174985133265686
2022-02-03,-0.02056438217366125
2022-02-04,0.005009723116905006
2022-02-05,0.0
2022-02-06,0.0
2022-02-07,0.008737411263395809
2022-02-08,-0.011740232451382566
2022-02-09,0.006922936508202394
2022-02-10,-0.04376220717643414
2022-02-11,-0.007347963909074186
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,-0.015892380571962902
2022-02-15,0.027089418226489786
2022-02-16,0.002858690417283344
2022-02-17,-0.027065320173107543
2022-02-18,-0.008543731262040442
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,-0.014034035088163265
2022-02-23,-0.0175906173517792
2022-02-24,-0.0009462793777447632
2022-02-25,0.025733775332014406
2022-02-26,0.0
2022-02-27,0.0
2022-02-28,-0.009332546963937927
2022-03-01,-0.03987994632746052
2022-03-02,0.03198678371293713
2022-03-03,-0.00045322049361921777
2022-03-04,-0.050712062519386605
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,-0.028425761828434915
2022-03-08,-0.021196613868650915
2022-03-09,0.044812259748596074
2022-03-10,0.005682766485611499
2022-03-11,-0.014681291398375523
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,0.015154564290923177
2022-03-15,0.014433016355210573
2022-03-16,0.03258697221880492
2022-03-17,0.01334096070411123
2022-03-18,-0.0031640110564413845
2022-03-19,0.0
2022-03-20,0.0
2022-03-21,-0.006468804181998646
2022-03-22,0.017618858179401085
2022-03-23,-0.014036075824165932
2022-03-24,0.0024639825796422626
2022-03-25,0.003733547560162076
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,0.011856842341411357
2022-03-29,0.03067715633439779
2022-03-30,0.00531635885596824
2022-03-31,-0.017115914092481324
2022-04-01,0.007290162393345256
2022-04-02,0.0
2022-04-03,0.0
2022-04-04,0.016068976647307987
2022-04-05,-0.023017925946936302
2022-04-06,-0.02543744983712727
2022-04-07,0.0049002629298572605
2022-04-08,-0.017226879552480333
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,-0.010542793798001812
2022-04-12,-0.015986323700381177
2022-04-13,-0.001518281989566704
2022-04-14,-0.0392826415029262
2022-04-15,0.0
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,-0.011944609965455592
